pulses;x;y;z
1458;-0.220352;0.866226;-0.368118
1459;-0.133743;1.052567;-0.426437
1460;-0.090988;1.272980;-0.554306
1461;-0.140366;1.324356;-0.600555
1462;-0.284088;1.217865;-0.709244
1463;-0.309280;1.132156;-0.760956
1464;-0.295441;1.190582;-0.931046
1465;-0.208893;1.291519;-0.965317
1466;-0.163300;1.224915;-0.894577
1467;-0.181610;1.225677;-0.899857
1468;-0.227951;1.255234;-0.970123
1469;-0.242325;1.139252;-0.843567
1470;-0.273712;1.067505;-0.741867
1471;-0.290009;1.189117;-0.793381
1472;-0.258133;1.216354;-0.780746
1473;-0.428925;1.191544;-0.806351
1474;-0.361237;1.040253;-0.544205
1475;-0.305878;1.061600;-0.404419
1476;-0.167328;1.192566;-0.486481
1477;-0.137497;1.147736;-0.454758
1478;-0.018021;1.088547;-0.486130
1479;0.000809;1.030716;-0.479416
1480;0.014160;0.851364;-0.374695
1481;0.098709;0.814850;-0.379028
1482;0.192139;0.854874;-0.508514
1483;0.235886;0.928680;-0.740875
1484;0.237961;0.967850;-0.877228
1485;0.144394;0.924911;-0.875427
1486;0.118896;0.928467;-0.779144
1487;0.103195;0.903488;-0.599213
1488;0.058380;0.944656;-0.598694
1489;0.021133;0.917480;-0.646942
1490;-0.017456;0.930496;-0.659546
1491;-0.040421;0.895935;-0.636887
1492;-0.035141;0.840485;-0.620636
1493;-0.068893;0.708221;-0.564148
1494;-0.081207;0.624634;-0.473160
1495;-0.037323;0.529648;-0.400467
1496;0.050232;0.509399;-0.392044
1497;0.091888;0.576569;-0.424545
1498;0.065414;0.561127;-0.445633
1499;-0.054337;0.520920;-0.408722
1500;-0.136780;0.428268;-0.408218
1501;-0.129990;0.346481;-0.317642
1502;-0.105713;0.243820;-0.316650
1503;-0.149048;0.277145;-0.311539
1504;-0.158890;0.296616;-0.247055
1505;-0.191696;0.320068;-0.252792
1506;-0.218155;0.346573;-0.317383
1507;-0.243073;0.377548;-0.279663
1508;-0.248886;0.411957;-0.320694
1509;-0.228989;0.506653;-0.348541
1510;-0.201660;0.592270;-0.325974
1511;-0.182571;0.663391;-0.342026
1512;-0.132233;0.801529;-0.343887
1513;-0.066650;1.040451;-0.380325
1514;-0.031006;1.299637;-0.445953
1515;-0.075531;1.361221;-0.523743
1516;-0.086472;1.232925;-0.525101
1517;-0.144485;1.135818;-0.553391
1518;-0.163330;1.091949;-0.589127
1519;-0.225784;1.178101;-0.649918
1520;-0.236679;1.245728;-0.679092
1521;-0.213150;1.346069;-0.753647
1522;-0.167084;1.264435;-0.805649
1523;-0.089981;1.295288;-0.822662
1524;-0.054749;1.356476;-0.911087
1525;0.074585;1.251038;-0.849182
1526;0.136780;1.223267;-0.822388
1527;-0.035049;1.270554;-0.816147
1528;-0.228745;1.197144;-0.793365
1529;-0.346802;1.097961;-0.761780
1530;-0.398804;0.921448;-0.612808
1531;-0.383972;0.772202;-0.407776
1532;-0.315506;0.974899;-0.435715
1533;-0.217255;1.121658;-0.399246
1534;-0.189484;1.135101;-0.321991
1535;-0.121567;1.154297;-0.307358
1536;-0.104507;1.159546;-0.316681
1537;-0.251419;1.202942;-0.370041
1538;-0.326553;1.255676;-0.419006
1539;-0.317413;1.273575;-0.507095
1540;-0.229599;1.233749;-0.605774
1541;-0.164978;1.190262;-0.656937
1542;-0.109528;1.137955;-0.729523
1543;-0.038849;1.217545;-0.832993
1544;0.057678;1.277557;-0.839050
1545;0.022980;1.274277;-0.688766
1546;-0.024826;1.046936;-0.573181
1547;-0.084183;0.787659;-0.482239
1548;-0.039993;0.763855;-0.485962
1549;0.013062;0.801788;-0.443863
1550;0.054428;0.781601;-0.403152
1551;0.064209;0.790024;-0.340225
1552;0.037704;0.614273;-0.153702
1553;-0.013184;0.379639;0.071381
1554;-0.041595;0.241699;0.226868
1555;-0.078491;0.164902;0.267548
1556;-0.117218;0.227783;0.084671
1557;-0.039627;0.306656;-0.160736
1558;-0.068253;0.312790;-0.259888
1559;-0.081757;0.368286;-0.265518
1560;-0.120041;0.460358;-0.224884
1561;-0.143158;0.554459;-0.269226
1562;-0.087448;0.655243;-0.221436
1563;-0.075455;0.776657;-0.236298
1564;-0.056763;0.896210;-0.225159
1565;-0.022324;1.011963;-0.267380
1566;-0.005417;1.148117;-0.392807
1567;0.098511;1.311859;-0.483078
1568;0.160049;1.425247;-0.647568
1569;0.191208;1.339600;-0.764984
1570;0.101807;1.407913;-1.015793
1571;0.033432;1.269867;-1.088089
1572;0.014877;1.175980;-1.015442
1573;0.004013;1.237915;-1.066071
1574;-0.165955;1.207230;-1.097626
1575;-0.301544;1.205887;-1.037308
1576;-0.362091;1.242096;-0.959427
1577;-0.380173;1.254761;-0.815994
1578;-0.354858;1.217117;-0.731873
1579;-0.263565;1.188370;-0.656235
1580;-0.201675;1.186447;-0.624786
1581;-0.195984;1.076584;-0.451218
1582;-0.130875;1.079834;-0.429871
1583;-0.118744;1.139862;-0.429794
1584;-0.098236;1.130463;-0.426605
1585;-0.071442;1.122467;-0.472595
1586;-0.055695;1.127655;-0.568268
1587;-0.069000;1.180435;-0.614471
1588;-0.106461;1.172592;-0.544113
1589;-0.126587;1.206223;-0.476990
1590;-0.102386;1.263901;-0.502502
1591;-0.098755;1.227692;-0.596191
1592;-0.139114;1.179031;-0.775909
1593;-0.146057;1.245163;-0.842392
1594;-0.131516;1.253662;-0.717178
1595;-0.072479;1.123627;-0.609985
1596;-0.042419;0.957825;-0.538300
1597;-0.063065;0.874130;-0.497849
1598;-0.049942;0.836258;-0.386276
1599;-0.031677;0.683807;-0.276855
1600;-0.015640;0.522324;-0.222748
1601;-0.024918;0.501923;-0.245590
1602;-0.062225;0.407455;-0.237213
1603;-0.062775;0.379166;-0.262878
1604;-0.122330;0.306274;-0.304764
1605;-0.105209;0.231339;-0.332153
1606;-0.064484;0.249573;-0.274841
1607;-0.015976;0.472672;-0.379211
1608;-0.084442;0.426895;-0.533417
1609;-0.070877;0.411057;-0.465057
1610;0.027618;0.481216;-0.427887
1611;0.035492;0.403290;-0.430359
1612;0.005386;0.411423;-0.354523
1613;-0.024597;0.412186;-0.279205
1614;-0.006714;0.382050;-0.260910
1615;0.061203;0.433929;-0.294281
1616;0.108704;0.629730;-0.413391
1617;0.062546;0.826843;-0.501450
1618;0.058701;0.937515;-0.451218
1619;0.028915;1.139313;-0.521744
1620;-0.040955;1.251541;-0.551010
1621;-0.106949;1.185654;-0.551117
1622;-0.111298;1.126724;-0.470383
1623;-0.076035;1.203827;-0.536530
1624;-0.052338;1.253387;-0.775299
1625;-0.115875;1.132462;-0.956970
1626;-0.221390;1.054169;-0.954788
1627;-0.212173;1.079254;-0.883713
1628;-0.184326;1.100204;-0.874802
1629;-0.210266;1.106323;-0.883118
1630;-0.233887;1.162918;-0.837036
1631;-0.237885;1.402786;-0.733978
1632;-0.284439;1.477554;-0.599792
1633;-0.169159;1.313568;-0.480957
1634;-0.070831;1.113312;-0.410828
1635;-0.030365;1.002197;-0.413132
1636;-0.105835;0.891907;-0.467361
1637;-0.200729;0.779205;-0.370102
1638;-0.323746;0.734055;-0.286926
1639;-0.303833;0.895966;-0.347046
1640;-0.236145;0.989212;-0.379745
1641;-0.180298;1.094528;-0.437103
1642;-0.150665;1.158554;-0.470825
1643;-0.096054;1.244781;-0.556671
1644;-0.081100;1.225693;-0.559433
1645;-0.087128;1.213684;-0.552628
1646;-0.075516;1.177734;-0.563065
1647;-0.048920;1.144577;-0.584793
1648;-0.102051;1.100784;-0.600601
1649;-0.196167;1.025467;-0.575836
1650;-0.278107;0.960236;-0.527924
1651;-0.294266;0.920441;-0.522171
1652;-0.227875;0.940125;-0.622421
1653;-0.131516;0.921234;-0.676941
1654;-0.004135;0.910965;-0.689621
1655;0.082916;0.870636;-0.715454
1656;0.118027;0.803391;-0.699341
1657;0.120407;0.737595;-0.633728
1658;0.103867;0.661789;-0.606567
1659;0.134781;0.639069;-0.532272
1660;0.195709;0.590225;-0.461868
1661;0.124207;0.471252;-0.465729
1662;0.007980;0.380585;-0.434402
1663;0.025909;0.390213;-0.432373
1664;0.081543;0.426422;-0.471924
1665;0.093430;0.448822;-0.494080
1666;-0.029572;0.427246;-0.516632
1667;-0.074692;0.416046;-0.487183
1668;-0.131256;0.443573;-0.447372
1669;-0.199020;0.415466;-0.433365
1670;-0.208252;0.366104;-0.363998
1671;-0.172089;0.352127;-0.359573
1672;-0.154358;0.363602;-0.372162
1673;-0.162842;0.400528;-0.427917
1674;-0.171173;0.468216;-0.439056
1675;-0.171753;0.568649;-0.561020
1676;-0.132004;0.688644;-0.595749
1677;-0.102615;0.780838;-0.594391
1678;-0.107040;0.736801;-0.590195
1679;-0.092270;0.688629;-0.552948
1680;-0.094376;0.712341;-0.538910
1681;-0.091354;0.794510;-0.490494
1682;-0.067108;0.885239;-0.488220
1683;-0.067612;1.031281;-0.550476
1684;-0.095612;1.103638;-0.561981
1685;-0.117889;1.035751;-0.615662
1686;-0.138962;1.139694;-0.683395
1687;-0.194366;1.040619;-0.681717
1688;-0.264420;1.097107;-0.802551
1689;-0.194031;1.242828;-0.930435
1690;-0.140762;1.244492;-0.953171
1691;-0.119080;1.252335;-0.862839
1692;-0.101791;1.289902;-0.930313
1693;-0.006744;1.155029;-0.904907
1694;0.036179;1.083710;-0.884430
1695;-0.055008;1.036652;-0.815170
1696;-0.208786;1.004303;-0.703720
1697;-0.330795;1.018448;-0.667160
1698;-0.319595;1.098038;-0.552612
1699;-0.215530;0.977951;-0.301743
1700;-0.168106;0.995941;-0.227600
1701;-0.100677;1.037827;-0.236938
1702;-0.079086;1.037918;-0.345520
1703;-0.072754;0.953964;-0.496658
1704;-0.106461;0.924454;-0.643768
1705;-0.142258;1.006775;-0.734589
1706;-0.125092;1.009918;-0.725876
1707;-0.076233;0.989777;-0.719788
1708;-0.065674;1.040802;-0.749908
1709;-0.080994;0.973358;-0.772247
1710;-0.123352;0.857086;-0.703217
1711;-0.092819;0.836380;-0.563156
1712;-0.013718;0.887192;-0.515900
1713;0.040146;0.937073;-0.595337
1714;-0.002304;0.929810;-0.644791
1715;-0.043381;0.834763;-0.640335
1716;-0.040634;0.812256;-0.684387
1717;-0.009750;0.755997;-0.746719
1718;-0.042664;0.753036;-0.785248
1719;-0.067871;0.722076;-0.680084
1720;-0.011536;0.682037;-0.626083
1721;0.001572;0.637573;-0.678360
1722;-0.036743;0.535782;-0.663116
1723;-0.085831;0.479233;-0.648834
1724;-0.047501;0.486786;-0.637222
1725;0.027863;0.464523;-0.625076
1726;0.009567;0.436127;-0.600357
1727;-0.067017;0.405121;-0.546890
1728;-0.023651;0.376144;-0.565155
1729;0.090454;0.431076;-0.539276
1730;-0.092285;0.342621;-0.516891
1731;-0.233994;0.290726;-0.486252
1732;-0.163177;0.286224;-0.465942
1733;-0.088806;0.293854;-0.534714
1734;-0.045242;0.316666;-0.608017
1735;-0.042038;0.407028;-0.588989
1736;-0.056015;0.437790;-0.496948
1737;-0.121353;0.411041;-0.456909
1738;-0.188477;0.370102;-0.409760
1739;-0.227737;0.369965;-0.407761
1740;-0.255096;0.369629;-0.475723
1741;-0.318085;0.426392;-0.529251
1742;-0.305115;0.527634;-0.570740
1743;-0.264130;0.628326;-0.626251
1744;-0.174530;0.727264;-0.649078
1745;-0.078491;0.816620;-0.603989
1746;-0.090118;0.768066;-0.558640
1747;-0.085983;0.724014;-0.540375
1748;-0.020020;0.830521;-0.573090
1749;-0.021194;1.030060;-0.572083
1750;-0.135162;1.117737;-0.607208
1751;-0.163284;1.040131;-0.721130
1752;-0.058624;1.045685;-0.763077
1753;-0.050690;1.022751;-0.753448
1754;-0.061707;1.008652;-0.702133
1755;-0.115631;1.112930;-0.824600
1756;-0.164902;1.105072;-0.811066
1757;-0.279694;1.141968;-0.759933
1758;-0.290955;1.197952;-0.764038
1759;-0.244583;1.164948;-0.736542
1760;-0.199936;1.138901;-0.708313
1761;-0.144836;1.218460;-0.692490
1762;-0.142044;1.256424;-0.669952
1763;-0.205826;1.133942;-0.591934
1764;-0.163940;1.059586;-0.493240
1765;-0.160706;0.945328;-0.423645
1766;-0.153183;0.892639;-0.401535
1767;-0.130005;0.893814;-0.414032
1768;-0.149612;0.959259;-0.506424
1769;-0.159485;1.034790;-0.594788
1770;-0.103500;1.050690;-0.615448
1771;-0.029160;1.005005;-0.643951
1772;-0.007904;0.952286;-0.672318
1773;-0.068314;0.941559;-0.702881
1774;-0.135361;0.932678;-0.600266
1775;-0.166138;0.933350;-0.504059
1776;-0.116974;0.962341;-0.570099
1777;-0.096207;1.017456;-0.616470
1778;-0.091553;0.976746;-0.620941
1779;-0.135056;0.919189;-0.699310
1780;-0.213348;0.847504;-0.716766
1781;-0.191010;0.812576;-0.681793
1782;-0.152496;0.822525;-0.707138
1783;-0.133453;0.789780;-0.688324
1784;-0.121979;0.711838;-0.649323
1785;-0.123032;0.727524;-0.697922
1786;-0.106979;0.739700;-0.730972
1787;-0.041290;0.672302;-0.645203
1788;0.027786;0.664017;-0.586609
1789;0.043640;0.630020;-0.560104
1790;0.027466;0.521072;-0.506927
1791;-0.071991;0.465469;-0.520584
1792;-0.119553;0.383240;-0.473618
1793;-0.155090;0.398911;-0.427673
1794;-0.195999;0.368240;-0.402710
1795;-0.212769;0.292252;-0.410202
1796;-0.173218;0.307785;-0.372040
1797;-0.157410;0.367813;-0.373306
1798;-0.130966;0.344482;-0.427139
1799;-0.113464;0.307205;-0.397583
1800;-0.102509;0.325195;-0.448135
1801;-0.044617;0.347076;-0.386536
1802;-0.058731;0.344452;-0.459091
1803;-0.005386;0.420532;-0.448120
1804;-0.019531;0.490005;-0.427322
1805;-0.029556;0.554626;-0.468353
1806;-0.006744;0.630661;-0.461151
1807;-0.009796;0.726044;-0.507034
1808;-0.023544;0.738449;-0.509247
1809;-0.021637;0.772232;-0.478134
1810;-0.089111;0.820297;-0.548996
1811;-0.093781;0.869186;-0.468781
1812;-0.181152;1.012558;-0.483917
1813;-0.172440;1.139862;-0.555557
1814;-0.172760;1.278015;-0.803772
1815;-0.178848;1.311340;-0.934616
1816;-0.214935;1.195587;-0.813354
1817;-0.197525;1.173279;-0.783508
1818;-0.203369;1.131042;-0.802780
1819;-0.287155;1.074158;-0.767471
1820;-0.415054;1.087357;-0.792847
1821;-0.417160;1.140747;-0.763947
1822;-0.278366;1.159485;-0.700699
1823;-0.139908;1.149597;-0.681839
1824;-0.052246;1.162582;-0.679352
1825;-0.024521;1.110184;-0.624588
1826;-0.067429;1.093033;-0.608276
1827;-0.099869;1.038971;-0.519836
1828;-0.124573;1.016251;-0.474670
1829;-0.108780;1.036835;-0.504898
1830;-0.083633;0.878250;-0.423431
1831;-0.031235;0.877899;-0.432175
1832;-0.005341;0.921570;-0.479462
1833;0.049561;0.913269;-0.324448
1834;-0.000290;0.944412;-0.343521
1835;-0.052216;1.059555;-0.494324
1836;-0.130005;1.101120;-0.647995
1837;-0.152267;1.117874;-0.715179
1838;-0.138107;1.203278;-0.732559
1839;-0.139145;1.193542;-0.702072
1840;-0.175171;1.197205;-0.740967
1841;-0.169296;1.036453;-0.718613
1842;-0.169174;0.996857;-0.654587
1843;-0.179062;0.996475;-0.560043
1844;-0.142990;0.903275;-0.476883
1845;-0.100998;0.860886;-0.522430
1846;-0.081070;0.784180;-0.599564
1847;-0.067474;0.756699;-0.616074
1848;-0.033417;0.738022;-0.622574
1849;-0.001419;0.704849;-0.660019
1850;-0.013489;0.651489;-0.562790
1851;-0.073212;0.584076;-0.487808
1852;-0.138107;0.518661;-0.449829
1853;-0.121506;0.526581;-0.423309
1854;-0.018921;0.444427;-0.369904
1855;0.020630;0.397552;-0.384338
1856;0.011017;0.362656;-0.409988
1857;0.045425;0.313614;-0.389130
1858;0.031754;0.298248;-0.394547
1859;-0.018753;0.270996;-0.363113
1860;-0.035492;0.284958;-0.348099
1861;-0.109024;0.300568;-0.369995
1862;-0.137924;0.317413;-0.339355
1863;-0.143631;0.357635;-0.334625
1864;-0.102173;0.429672;-0.343765
1865;-0.106506;0.508392;-0.360382
1866;-0.104660;0.570480;-0.384918
1867;-0.089035;0.620605;-0.404907
1868;-0.092850;0.689224;-0.438950
1869;-0.128937;0.769882;-0.466248
1870;-0.173279;0.862183;-0.434662
1871;-0.176376;0.956116;-0.412155
1872;-0.148941;1.051117;-0.508545
1873;-0.196762;1.004944;-0.515106
1874;-0.209702;1.109940;-0.545853
1875;-0.190262;1.250366;-0.649017
1876;-0.227722;1.364975;-0.866730
1877;-0.220261;1.225082;-0.897552
1878;-0.183563;1.201141;-1.007492
1879;-0.158447;1.098984;-0.947876
1880;-0.177399;0.965271;-0.847809
1881;-0.182297;1.050598;-0.805161
1882;-0.208923;1.040588;-0.720871
1883;-0.213120;1.098907;-0.661850
1884;-0.080368;1.082916;-0.566162
1885;-0.108871;1.096588;-0.502151
1886;-0.072891;1.102142;-0.495926
1887;-0.034134;0.948807;-0.400681
1888;-0.221313;0.992966;-0.346649
1889;-0.355057;1.082153;-0.300980
1890;-0.342865;1.083496;-0.276611
1891;-0.261490;1.013397;-0.280884
1892;-0.197876;1.038086;-0.298203
1893;-0.212814;0.979385;-0.324265
1894;-0.177414;0.971924;-0.323273
1895;-0.098770;1.028717;-0.386536
1896;-0.054626;0.985214;-0.330704
1897;-0.032120;0.924362;-0.243622
1898;0.034592;0.982590;-0.198044
1899;-0.054443;0.967514;-0.191803
1900;-0.082916;0.905136;-0.219131
1901;-0.098694;0.856049;-0.180954
1902;-0.047775;0.852921;-0.113632
1903;0.065689;0.904800;-0.052490
1904;0.063522;0.985107;-0.000534
1905;0.091507;1.009415;0.085327
1906;0.104218;1.110031;0.122208
1907;0.071823;1.202316;0.188965
1908;0.101868;1.290359;0.139420
1909;0.083969;1.221573;0.098495
1910;0.056442;1.136337;0.033081
1911;0.158798;1.127060;0.028656
1912;0.165558;1.016632;-0.006821
1913;0.191406;0.852890;0.101944
1914;0.141296;0.826813;0.148300
1915;0.058640;0.967651;0.136459
1916;-0.057480;1.005478;0.124298
1917;-0.076523;1.120895;0.118607
1918;-0.008804;1.218506;0.068649
1919;0.122192;1.156158;0.163589
1920;0.230927;1.334641;0.005844
1921;0.143066;1.267792;0.143250
1922;-0.006577;1.278030;0.016617
1923;-0.037964;1.151382;0.173767
1924;-0.231216;1.072556;0.041336
1925;-0.291336;0.736069;0.425919
1926;-0.274567;1.137375;-0.029694
1927;-0.227371;1.007111;0.226059
1928;-0.155701;1.067810;-0.080841
1929;0.053574;1.060440;0.045731
1930;0.060669;1.214340;-0.072662
1931;0.033279;1.219849;-0.001663
1932;0.081879;1.144897;0.072311
1933;0.062988;1.149292;0.029175
1934;-0.107300;1.028824;-0.037766
1935;-0.103622;0.971970;-0.075455
1936;-0.057556;0.958115;-0.155518
1937;-0.065048;0.928329;-0.293030
1938;-0.048325;0.887192;-0.394714
1939;0.023468;0.850037;-0.465530
1940;0.059891;0.852783;-0.527451
1941;0.025208;0.858490;-0.512192
1942;-0.041656;0.905411;-0.528900
1943;-0.173508;0.952301;-0.538773
1944;-0.250870;0.929871;-0.487869
1945;-0.238632;0.946411;-0.478439
1946;-0.163696;0.911713;-0.507690
1947;-0.107269;0.894897;-0.584473
1948;-0.047470;0.819763;-0.565887
1949;-0.030869;0.753098;-0.507584
1950;0.005920;0.729309;-0.463943
1951;0.037537;0.762283;-0.426758
1952;0.088593;0.863922;-0.413010
1953;0.102036;0.959747;-0.391937
1954;0.059708;1.041275;-0.397690
1955;-0.009933;1.057190;-0.385651
1956;-0.048218;1.038864;-0.342453
1957;-0.057877;1.013687;-0.310135
1958;-0.112885;1.077744;-0.385361
1959;-0.158310;0.777985;-0.041229
1960;-0.163666;0.771606;0.019211
1961;0.046280;0.865158;-0.008408
1962;0.125916;0.827087;-0.075500
1963;0.079437;0.929306;-0.124649
1964;-0.031174;0.989471;-0.069427
1965;-0.122177;1.115662;-0.067963
1966;-0.194763;1.167130;-0.126999
1967;-0.271378;1.025574;-0.163651
1968;-0.320984;1.111755;-0.269806
1969;-0.411087;1.001205;-0.265976
1970;-0.329758;0.963760;-0.247131
1971;0.002945;1.198090;-0.412476
1972;0.063080;1.080933;-0.398849
1973;0.294083;0.791565;-0.009277
1974;0.538513;1.036209;-0.063568
1975;0.236115;0.980209;-0.205368
1976;-0.149139;1.000031;-0.190216
1977;-0.366089;1.051559;-0.258026
1978;-0.434692;1.030167;-0.307373
1979;-0.348557;1.017654;-0.371643
1980;-0.242462;0.937119;-0.335083
1981;-0.112671;1.000778;-0.293106
1982;0.035339;1.003952;-0.319412
1983;0.128113;0.955627;-0.355789
1984;0.090164;0.947708;-0.373993
1985;-0.032364;1.047867;-0.434845
1986;-0.104340;1.049332;-0.484726
1987;-0.126358;1.002289;-0.439743
1988;-0.109070;1.087067;-0.439728
1989;-0.115601;1.129990;-0.392441
1990;-0.173553;1.099045;-0.330490
1991;-0.291779;1.097839;-0.282043
1992;-0.370193;1.038071;-0.151642
1993;-0.535751;1.208878;-0.280777
1994;-0.585617;1.204498;-0.381073
1995;-0.433594;1.132401;-0.417694
1996;-0.345383;0.952332;-0.439453
1997;-0.167404;0.901688;-0.526245
1998;-0.165802;0.879196;-0.472717
1999;-0.159454;0.762634;-0.352188
2000;-0.083603;0.688721;-0.298920
2001;0.037369;0.696136;-0.270065
2002;0.146408;0.706650;-0.234116
2003;0.249863;0.735306;-0.094070
2004;0.187363;0.809326;-0.183929
2005;-0.023575;0.823044;-0.157898
2006;-0.252151;0.715210;-0.150909
2007;-0.238846;0.726944;-0.279816
2008;-0.124207;0.754272;-0.384140
2009;-0.155289;0.778656;-0.424561
2010;-0.270859;0.857635;-0.480408
2011;-0.407684;0.872986;-0.506073
2012;-0.458435;0.944763;-0.516663
2013;-0.361465;0.933060;-0.459229
2014;-0.253693;0.961975;-0.423691
2015;-0.246521;0.960648;-0.424973
2016;-0.285736;0.916916;-0.448944
2017;-0.323196;0.869446;-0.423203
2018;-0.357056;0.863007;-0.418411
2019;-0.368729;0.859772;-0.432648
2020;-0.350296;0.869736;-0.453018
2021;-0.318512;0.863617;-0.480240
2022;-0.319611;0.813232;-0.470856
2023;-0.291962;0.799545;-0.487854
2024;-0.254364;0.797150;-0.509674
2025;-0.248840;0.782211;-0.510086
2026;-0.241745;0.794800;-0.486557
2027;-0.274323;0.822037;-0.461395
2028;-0.297424;0.801498;-0.444794
2029;-0.248596;0.785400;-0.478531
2030;-0.191376;0.785751;-0.498001
2031;-0.152435;0.824631;-0.532593
2032;-0.058289;0.082870;-1.752655
2033;3.725342;-1.173141;2.367615
2034;0.669464;3.253357;0.769470
2035;-0.238037;1.353180;-0.330322
2036;-1.623825;0.723206;-0.970047
2037;-2.639435;-0.229523;-1.112289
2038;-0.802811;0.868515;-0.381775
2039;0.221939;0.992630;-0.479187
2040;0.213425;0.809540;-0.773300
2041;-0.207794;0.730225;-0.578339
2042;-0.360519;0.753387;-0.484329
2043;-0.263275;0.770905;-0.434189
2044;-0.080765;0.718216;-0.418732
2045;-0.009537;0.709579;-0.409225
2046;0.045288;0.765778;-0.426407
2047;0.084198;0.799515;-0.488388
2048;0.046280;0.772629;-0.556046
2049;-0.030182;0.805893;-0.574905
2050;-0.149475;0.856171;-0.549179
2051;-0.284897;0.889755;-0.527649
2052;-0.378708;0.868866;-0.571472
2053;-0.396423;0.819977;-0.620148
2054;-0.330978;0.811417;-0.627304
2055;-0.247940;0.816910;-0.611816
2056;-0.194046;0.812790;-0.585342
2057;-0.140945;0.796967;-0.563232
2058;-0.106339;0.801636;-0.540665
2059;-0.101135;0.806015;-0.507965
2060;-0.143402;0.793289;-0.490219
2061;-0.176682;0.801773;-0.506424
2062;-0.196716;0.808609;-0.520737
2063;-0.206802;0.823608;-0.524338
2064;-0.202972;0.848358;-0.526291
2065;-0.197006;0.843079;-0.546875
2066;-0.193588;0.847885;-0.581009
2067;-0.185059;0.832275;-0.602509
2068;-0.184021;0.805435;-0.614349
2069;-0.197754;0.801880;-0.619690
2070;-0.208588;0.803635;-0.622437
2071;-0.199997;0.795029;-0.622574
2072;-0.175293;0.791016;-0.609421
2073;-0.166031;0.791245;-0.595230
2074;-0.116531;0.804626;-0.595932
2075;-0.106995;0.794586;-0.585648
2076;-0.102234;0.779846;-0.605667
2077;-0.114487;0.788422;-0.585846
2078;-0.144592;0.774826;-0.579529
2079;-0.161362;0.756470;-0.586548
2080;-0.147354;0.789841;-0.580856
2081;-0.141525;0.782959;-0.567551
2082;-0.153931;0.785324;-0.589188
2083;-0.180176;0.790604;-0.581635
2084;-0.186111;0.802368;-0.571198
2085;-0.193222;0.805328;-0.560989
2086;-0.189529;0.821335;-0.564728
2087;-0.189026;0.819992;-0.561035
2088;-0.195892;0.823837;-0.555618
2089;-0.203506;0.826141;-0.548431
2090;-0.194412;0.807999;-0.547409
2091;-0.185043;0.812866;-0.553040
2092;-0.179459;0.806335;-0.552811
2093;-0.173492;0.807129;-0.547623
2094;-0.172958;0.809387;-0.542557
2095;-0.170242;0.808044;-0.542633
2096;-0.161835;0.804153;-0.561218
2097;-0.172745;0.811707;-0.576309
2098;-0.177719;0.819290;-0.573288
2099;-0.189301;0.815231;-0.565414
2100;-0.201645;0.807968;-0.578110
2101;-0.189453;0.802261;-0.580887
2102;-0.174103;0.805862;-0.581207
2103;-0.161880;0.809326;-0.575928
2104;-0.154556;0.805267;-0.577652
2105;-0.162521;0.804657;-0.576096
2106;-0.170166;0.806213;-0.573105
2107;-0.180038;0.799194;-0.574402
2108;-0.176086;0.796906;-0.567566
2109;-0.142624;0.808777;-0.516327
2110;-0.153473;0.797165;-0.609848
2111;-0.163010;0.781754;-0.635513
2112;-0.159180;0.779129;-0.619858
2113;-0.169540;0.810547;-0.542328
2114;-0.145966;0.845261;-0.522934
2115;-0.166061;0.794281;-0.609848
2116;-0.191147;0.809021;-0.590561
2117;-0.178482;0.811432;-0.557220
2118;-0.162750;0.809998;-0.562820
2119;-0.176666;0.804214;-0.568497
2120;-0.178314;0.797531;-0.563156
2121;-0.156677;0.797943;-0.554611
2122;-0.163925;0.796509;-0.547165
2123;-0.177200;0.799194;-0.548813
2124;-0.184860;0.808060;-0.549026
2125;-0.191193;0.813492;-0.551239
2126;-0.182770;0.820038;-0.560760
2127;-0.178268;0.816391;-0.561737
2128;-0.178329;0.816864;-0.563339
