pulses;x;y;z
738;-0.119751;1.083328;-0.464554
739;-0.088226;1.070099;-0.469467
740;-0.046173;1.020966;-0.476807
741;-0.011276;0.967834;-0.473145
742;-0.003464;0.953888;-0.514771
743;0.057938;0.922562;-0.504349
744;0.075195;0.945648;-0.576385
745;0.094223;0.909500;-0.614044
746;0.104248;0.854721;-0.644897
747;0.097382;0.815613;-0.650604
748;0.066101;0.863220;-0.753342
749;0.028946;0.926041;-0.817841
750;0.001770;0.937637;-0.754807
751;-0.019760;0.873032;-0.659286
752;-0.060196;0.785599;-0.556320
753;-0.061279;0.679230;-0.465790
754;-0.032944;0.641434;-0.380371
755;-0.030289;0.572662;-0.333313
756;-0.033081;0.482361;-0.312637
757;-0.035599;0.462662;-0.298004
758;-0.055313;0.445450;-0.327759
759;-0.046188;0.520111;-0.418549
760;-0.056839;0.510284;-0.467072
761;-0.060303;0.435532;-0.475311
762;-0.079880;0.392532;-0.464050
763;-0.087860;0.414124;-0.419495
764;-0.116653;0.404358;-0.372818
765;-0.112091;0.393539;-0.286880
766;-0.123657;0.459961;-0.302856
767;-0.113129;0.540787;-0.291931
768;-0.057556;0.596375;-0.273087
769;-0.002151;0.661804;-0.318436
770;0.057419;0.774567;-0.361282
771;0.066620;0.929993;-0.404633
772;0.026352;1.094696;-0.471161
773;-0.108887;1.137878;-0.509476
774;-0.209351;1.180084;-0.588348
775;-0.281784;1.225586;-0.679947
776;-0.350021;1.215302;-0.638260
777;-0.384216;1.148483;-0.618576
778;-0.412720;1.120300;-0.688400
779;-0.386322;1.183670;-0.791458
780;-0.346527;1.206680;-0.742661
781;-0.327225;1.173874;-0.641312
782;-0.300720;1.173935;-0.624771
783;-0.299118;1.145538;-0.598022
784;-0.272537;1.117416;-0.535782
785;-0.144394;1.224518;-0.538589
786;-0.108887;1.233643;-0.526428
787;-0.031250;1.149750;-0.563614
788;0.076965;1.113876;-0.643951
789;0.073654;1.083069;-0.621841
790;0.076675;1.079971;-0.609665
791;0.015121;1.064041;-0.556656
792;-0.048889;1.026184;-0.450836
793;-0.061310;1.054703;-0.391815
794;-0.076874;1.047577;-0.371124
795;-0.074188;1.068985;-0.363342
796;-0.041351;1.034637;-0.361206
797;0.000900;1.061035;-0.395157
798;0.020920;1.146042;-0.567703
799;-0.003067;1.139679;-0.626678
800;0.014786;1.093918;-0.570847
801;0.005890;1.073227;-0.433334
802;-0.012833;0.953079;-0.357895
803;-0.101349;0.993225;-0.538101
804;-0.075195;0.972412;-0.666718
805;0.038132;1.051971;-0.657913
806;0.103027;1.094788;-0.623932
807;0.122543;1.044922;-0.678772
808;0.124847;0.914154;-0.635269
809;0.092499;0.814484;-0.638901
810;0.070190;0.824982;-0.664413
811;0.025665;0.829559;-0.632324
812;-0.010300;0.804260;-0.554184
813;-0.013474;0.753769;-0.509903
814;0.011292;0.754486;-0.505066
815;-0.002029;0.721558;-0.473129
816;-0.057587;0.597336;-0.377365
817;-0.102158;0.470932;-0.306274
818;-0.107178;0.477844;-0.341614
819;-0.125427;0.477646;-0.371124
820;-0.128845;0.380966;-0.356583
821;-0.146057;0.340271;-0.410095
822;-0.120132;0.404602;-0.461853
823;-0.100494;0.484756;-0.485580
824;-0.145370;0.475296;-0.519913
825;-0.213013;0.451553;-0.489517
826;-0.296921;0.394943;-0.455338
827;-0.289810;0.470505;-0.473572
828;-0.235641;0.563248;-0.491425
829;-0.229568;0.539581;-0.471756
830;-0.168686;0.544556;-0.473831
831;-0.141327;0.569107;-0.515274
832;-0.121567;0.563934;-0.455154
833;-0.110245;0.549896;-0.307404
834;-0.079865;0.582199;-0.180756
835;-0.087219;0.606522;-0.098648
836;-0.128784;0.653595;-0.208984
837;0.092300;0.889755;-0.328094
838;0.311981;1.291336;-0.611389
839;0.318756;1.362854;-0.785873
840;0.064255;1.180679;-0.767120
841;-0.153351;1.090668;-0.772614
842;-0.242905;1.075684;-0.737030
843;-0.302917;1.254684;-0.911545
844;-0.318451;1.451706;-0.962265
845;-0.518860;1.371246;-0.896576
846;-0.541885;1.304413;-0.823624
847;-0.468307;1.264404;-0.820358
848;-0.252045;1.194336;-0.788239
849;-0.142822;1.119003;-0.719345
850;-0.110764;1.000397;-0.637390
851;-0.077621;0.901260;-0.452972
852;-0.061111;0.870911;-0.277542
853;-0.041489;0.923752;-0.202484
854;-0.051041;0.961548;-0.169907
855;-0.081726;1.090805;-0.285706
856;-0.100098;1.124283;-0.367157
857;-0.146408;1.173981;-0.436890
858;-0.180176;1.166229;-0.540817
859;-0.168945;1.140381;-0.617569
860;-0.133011;1.043777;-0.635773
861;-0.081146;1.003952;-0.677444
862;-0.101456;0.965485;-0.648193
863;-0.135529;0.851151;-0.492432
864;-0.118225;0.859772;-0.486221
865;-0.150406;0.891129;-0.533096
866;-0.204865;0.843079;-0.574142
867;-0.203354;0.819168;-0.579941
868;-0.177078;0.833893;-0.628403
869;-0.151047;0.870468;-0.697052
870;-0.131836;0.884659;-0.726135
871;-0.119308;0.964325;-0.784439
872;-0.074066;1.009201;-0.826035
873;-0.013016;1.025467;-0.822586
874;0.014786;0.939896;-0.795609
875;0.026154;0.845261;-0.721741
876;0.028549;0.684113;-0.682205
877;0.019577;0.524933;-0.622635
878;0.004669;0.485748;-0.600067
879;-0.020050;0.457733;-0.526993
880;-0.051971;0.561371;-0.519241
881;-0.030045;0.647614;-0.517517
882;0.009567;0.578491;-0.481766
883;-0.002975;0.399902;-0.438217
884;0.025146;0.302597;-0.470459
885;0.011368;0.358200;-0.485062
886;-0.053009;0.331589;-0.453690
887;-0.193146;0.326447;-0.288849
888;-0.210693;0.228775;-0.344849
889;-0.143524;0.195648;-0.282349
890;-0.203018;0.267822;-0.413177
891;-0.209930;0.346359;-0.564880
892;-0.096985;0.506180;-0.690613
893;-0.068588;0.523834;-0.731186
894;-0.061340;0.417053;-0.554886
895;-0.013687;0.449005;-0.377914
896;0.006149;0.504135;-0.265274
897;-0.039429;0.641144;-0.396484
898;0.016800;0.824677;-0.375626
899;-0.030396;0.916077;-0.513931
900;-0.143326;0.946732;-0.530838
901;-0.180084;1.095978;-0.580444
902;-0.261993;1.156540;-0.659576
903;-0.287292;1.117569;-0.613739
904;-0.267670;1.013306;-0.723801
905;-0.173965;0.934464;-0.761810
906;-0.240677;0.951843;-0.702835
907;-0.320618;1.041519;-0.768478
908;-0.242706;1.032242;-0.719543
909;-0.340317;0.918365;-0.936081
910;-0.341263;0.850555;-0.923035
911;-0.399857;0.838425;-0.744553
912;-0.362534;0.991043;-0.756348
913;-0.301895;1.332596;-0.823959
914;-0.213089;1.561340;-0.699844
915;-0.092209;1.502350;-0.646790
916;-0.034805;1.242279;-0.435120
917;0.025726;1.078598;-0.442062
918;0.013168;1.002228;-0.369186
919;-0.034378;1.062668;-0.462906
920;-0.060287;1.117569;-0.511414
921;-0.142227;0.879532;-0.522614
922;-0.187012;0.795914;-0.605530
923;-0.151093;0.907791;-0.646103
924;-0.128967;1.041824;-0.661560
925;-0.076294;1.145645;-0.664307
926;-0.050919;1.162811;-0.648163
927;-0.068176;1.087128;-0.643753
928;-0.127640;0.925735;-0.532715
929;-0.185791;0.867050;-0.482941
930;-0.191162;0.894089;-0.497864
931;-0.126144;0.920212;-0.579346
932;-0.022690;0.954117;-0.659088
933;0.075607;0.944885;-0.701889
934;0.038498;0.868317;-0.698776
935;-0.048904;0.719299;-0.682495
936;-0.037292;0.644547;-0.685364
937;-0.042007;0.751114;-0.723129
938;-0.040314;0.821396;-0.695801
939;-0.076721;0.770340;-0.631165
940;-0.087601;0.665878;-0.545334
941;-0.048950;0.540192;-0.493896
942;0.073868;0.432648;-0.437286
943;0.151215;0.437515;-0.408783
944;0.115387;0.479385;-0.390686
945;0.014999;0.492233;-0.348404
946;-0.084015;0.445663;-0.357895
947;-0.195084;0.401306;-0.348923
948;-0.240524;0.311874;-0.341858
949;-0.216431;0.277161;-0.308105
950;-0.220551;0.270523;-0.415451
951;-0.214966;0.354004;-0.482971
952;-0.146240;0.423874;-0.453140
953;-0.062576;0.437439;-0.435837
954;-0.016205;0.409561;-0.350082
955;-0.012894;0.357162;-0.270844
956;-0.046539;0.327652;-0.229874
957;-0.072235;0.401413;-0.253281
958;-0.098145;0.573685;-0.369934
959;-0.117050;0.717255;-0.406235
960;-0.079086;0.934738;-0.525223
961;-0.032913;1.197159;-0.552353
962;-0.135712;1.437119;-0.575562
963;-0.165634;1.414703;-0.521667
964;-0.190048;1.357056;-0.549332
965;-0.156067;1.300125;-0.764786
966;-0.135986;1.223831;-0.961319
967;-0.191208;1.055725;-0.969101
968;-0.163422;0.983505;-0.909760
969;-0.184219;1.008606;-0.943344
970;-0.240204;1.057159;-0.932190
971;-0.268341;1.127075;-0.858841
972;-0.243057;1.153564;-0.688049
973;-0.207642;1.185028;-0.553055
974;-0.131165;1.153015;-0.467072
975;-0.076508;1.100555;-0.420975
976;-0.039597;1.079910;-0.376175
977;-0.082123;1.008957;-0.321091
978;-0.121033;0.966324;-0.386368
979;-0.161041;0.895447;-0.406601
980;-0.161713;0.908524;-0.465942
981;-0.184189;0.921112;-0.453537
982;-0.114761;0.844589;-0.294968
983;-0.040009;1.012283;-0.464111
984;-0.060944;1.224365;-0.755371
985;-0.130035;1.241623;-0.842346
986;-0.114639;1.077637;-0.714020
987;-0.114838;1.033661;-0.602692
988;-0.106766;1.097412;-0.549164
989;-0.125519;1.067596;-0.567139
990;-0.169861;0.958298;-0.597641
991;-0.191772;0.885147;-0.600586
992;-0.167816;0.848541;-0.545837
993;-0.159180;0.898605;-0.550873
994;-0.089371;0.942215;-0.615997
995;-0.002182;1.004318;-0.741302
996;0.081497;1.009842;-0.787537
997;0.113281;0.964981;-0.840851
998;0.105667;0.939987;-0.797150
999;0.039444;0.896439;-0.729752
1000;-0.020065;0.781281;-0.598495
1001;-0.059860;0.642242;-0.461304
1002;-0.096664;0.506882;-0.358261
1003;-0.116806;0.408432;-0.261627
1004;-0.114929;0.380676;-0.185440
1005;-0.154953;0.329498;-0.239838
1006;-0.117737;0.335434;-0.324112
1007;-0.079941;0.408279;-0.305908
1008;-0.022995;0.352585;-0.352310
1009;-0.125793;0.300690;-0.429825
1010;-0.125732;0.319977;-0.384247
1011;-0.143082;0.330673;-0.386017
1012;-0.143311;0.292465;-0.364944
1013;-0.130829;0.287506;-0.340820
1014;-0.107025;0.326172;-0.324707
1015;-0.068329;0.380722;-0.305069
1016;-0.061035;0.527786;-0.384705
1017;-0.041992;0.706604;-0.465515
1018;-0.055191;0.868011;-0.520386
1019;-0.057037;0.973572;-0.573502
1020;-0.070312;1.061996;-0.605606
1021;-0.095428;1.041656;-0.601028
1022;-0.112915;1.017197;-0.608261
1023;-0.137497;0.931671;-0.610291
1024;-0.137939;0.897629;-0.654129
1025;-0.123840;0.841873;-0.667038
1026;-0.134766;0.898956;-0.671036
1027;-0.132919;0.939499;-0.669525
1028;-0.120316;1.011765;-0.616943
1029;-0.025589;1.220612;-0.636490
1030;-0.077881;1.481491;-0.646759
1031;-0.165604;1.555038;-0.645798
1032;-0.205994;1.505035;-0.665161
1033;-0.226059;1.262360;-0.684799
1034;-0.202026;1.093246;-0.699341
1035;-0.247971;1.037552;-0.682266
1036;-0.288971;0.948990;-0.652939
1037;-0.276459;0.883942;-0.645020
1038;-0.261230;0.896561;-0.659668
1039;-0.333130;0.969299;-0.628494
1040;-0.436279;0.997040;-0.535538
1041;-0.348267;0.954987;-0.328827
1042;-0.150833;1.143051;-0.358780
1043;-0.036240;1.328430;-0.433868
1044;0.018082;1.263275;-0.437820
1045;0.020233;1.123886;-0.447052
1046;0.030182;1.043961;-0.511246
1047;0.011307;0.996689;-0.591415
1048;-0.009186;0.894852;-0.644836
1049;-0.021469;0.886368;-0.711090
1050;-0.029846;0.939941;-0.711884
1051;-0.022629;0.954285;-0.639328
1052;0.006256;0.980545;-0.651489
1053;0.069550;0.934464;-0.590164
1054;0.129639;0.895065;-0.556793
1055;0.197220;0.828186;-0.534576
1056;0.216507;0.820358;-0.602493
1057;0.207718;0.792053;-0.652283
1058;0.181992;0.823090;-0.714539
1059;0.160675;0.823059;-0.715912
1060;0.088791;0.805740;-0.672729
1061;-0.001282;0.745422;-0.615524
1062;-0.085571;0.708359;-0.580383
1063;-0.114380;0.653595;-0.556107
1064;-0.126480;0.569992;-0.498749
1065;-0.149261;0.531525;-0.477386
1066;-0.121796;0.490250;-0.450394
1067;-0.095627;0.476654;-0.439041
1068;-0.073090;0.500290;-0.439407
1069;-0.081818;0.507538;-0.434250
1070;-0.162979;0.464844;-0.402115
1071;-0.217346;0.423904;-0.380859
1072;-0.221115;0.316208;-0.333435
1073;-0.237152;0.262650;-0.321411
1074;-0.205261;0.262390;-0.313828
1075;-0.144669;0.294342;-0.350266
1076;-0.051422;0.366882;-0.396606
1077;0.030441;0.455627;-0.398529
1078;0.009659;0.537933;-0.472427
1079;-0.015671;0.625061;-0.508987
1080;-0.060989;0.732178;-0.547028
1081;-0.087296;0.744278;-0.528275
1082;-0.128281;0.724213;-0.516830
1083;-0.124344;0.709045;-0.500671
1084;-0.085068;0.753143;-0.467316
1085;-0.069122;0.887405;-0.444809
1086;-0.051376;1.019196;-0.451462
1087;-0.020493;1.146896;-0.468521
1088;0.006882;1.267578;-0.535294
1089;-0.007095;1.336639;-0.666367
1090;-0.060410;1.381363;-0.721298
1091;-0.107544;1.295700;-0.696503
1092;-0.196457;1.190338;-0.720535
1093;-0.260269;1.121658;-0.778687
1094;-0.387421;1.092072;-0.793549
1095;-0.457626;1.090469;-0.726669
1096;-0.449326;1.138779;-0.685059
1097;-0.343506;1.137100;-0.724091
1098;-0.234314;1.014999;-0.674240
1099;-0.188034;0.958359;-0.588455
1100;-0.151154;0.902512;-0.473373
1101;-0.083237;0.976486;-0.397842
1102;-0.080856;1.171387;-0.404892
1103;-0.054321;1.273529;-0.431107
1104;-0.053391;1.222473;-0.422470
1105;-0.024551;1.156204;-0.482635
1106;0.006302;1.035614;-0.474579
1107;-0.001465;0.848572;-0.271454
1108;-0.035782;0.895538;-0.334015
1109;-0.125656;0.994202;-0.489227
1110;-0.237503;0.965912;-0.542252
1111;-0.221039;0.942368;-0.554993
1112;-0.159576;0.948578;-0.520966
1113;-0.077393;1.005173;-0.469788
1114;-0.028198;1.104935;-0.457153
1115;-0.060471;1.067047;-0.447845
1116;-0.101425;0.966568;-0.514603
1117;-0.172745;0.888687;-0.533859
1118;-0.195953;0.825943;-0.556183
1119;-0.120865;0.811630;-0.605423
1120;-0.031204;0.842529;-0.731644
1121;0.022614;0.879898;-0.809097
1122;0.027420;0.884308;-0.822983
1123;-0.017761;0.877380;-0.778275
1124;-0.022095;0.842941;-0.726669
1125;-0.006760;0.826721;-0.752365
1126;0.025848;0.858322;-0.756882
1127;0.053818;0.861008;-0.688385
1128;0.111465;0.879700;-0.689484
1129;0.184586;0.835281;-0.691544
1130;0.156052;0.696503;-0.537354
1131;0.052811;0.575668;-0.474548
1132;-0.039154;0.438309;-0.376068
1133;-0.178574;0.338730;-0.338181
1134;-0.281189;0.313522;-0.393661
1135;-0.263794;0.332397;-0.390778
1136;-0.217422;0.355042;-0.319946
1137;-0.127274;0.373276;-0.426422
1138;-0.058868;0.431122;-0.368500
1139;0.008041;0.473221;-0.365860
1140;-0.119995;0.412643;-0.443085
1141;-0.132797;0.432281;-0.460342
1142;-0.127869;0.447083;-0.461517
1143;-0.178848;0.452347;-0.560486
1144;-0.219162;0.473572;-0.579361
1145;-0.185013;0.442719;-0.562057
1146;-0.109207;0.436127;-0.542297
1147;-0.008972;0.453812;-0.532303
1148;0.014313;0.549805;-0.582535
1149;-0.034927;0.669601;-0.642853
1150;-0.055878;0.735382;-0.649170
1151;-0.036987;0.786636;-0.673157
1152;-0.033661;0.880951;-0.658371
1153;-0.125061;0.915085;-0.630722
1154;-0.123840;0.897736;-0.516266
1155;-0.087524;0.959320;-0.529724
1156;0.044418;1.091888;-0.515182
1157;0.018219;1.203049;-0.558380
1158;-0.080460;1.220016;-0.645889
1159;-0.155685;1.183472;-0.653763
1160;-0.233612;1.195129;-0.712799
1161;-0.247604;1.191940;-0.743225
1162;-0.213226;1.286835;-0.771652
1163;-0.171692;1.244827;-0.751740
1164;-0.152451;1.163193;-0.676041
1165;-0.184326;1.114624;-0.604019
1166;-0.220932;1.136261;-0.557190
1167;-0.194199;1.100601;-0.480560
1168;-0.129410;1.072113;-0.441803
1169;-0.085403;1.066467;-0.485291
1170;-0.032623;1.073685;-0.505432
1171;-0.059479;1.106659;-0.543411
1172;-0.044159;1.197510;-0.682571
1173;-0.053162;1.252274;-0.749847
1174;-0.018143;1.240189;-0.716522
1175;0.037323;1.198273;-0.652039
1176;0.115967;1.178162;-0.625259
1177;0.083328;1.131607;-0.546051
1178;0.042908;1.111450;-0.466843
1179;-0.026169;1.095978;-0.472549
1180;-0.017960;1.042007;-0.489777
1181;0.045639;1.025833;-0.539337
1182;0.055496;1.088074;-0.637939
1183;0.064987;1.084381;-0.675171
1184;0.117462;1.063278;-0.667450
1185;0.193497;1.066360;-0.660858
1186;0.248642;1.027023;-0.725967
1187;0.272888;0.999969;-0.728180
1188;0.227005;0.940704;-0.677780
1189;0.123169;0.887314;-0.591492
1190;0.037109;0.809982;-0.472092
1191;-0.030243;0.676682;-0.366455
1192;-0.044586;0.605484;-0.289856
1193;0.004852;0.587463;-0.225708
1194;0.002563;0.543320;-0.233139
1195;-0.048004;0.481079;-0.302505
1196;-0.048553;0.477676;-0.344711
1197;-0.018372;0.499344;-0.338165
1198;-0.127136;0.433563;-0.375259
1199;-0.220612;0.425766;-0.392700
1200;-0.261063;0.498367;-0.387558
1201;-0.328766;0.469849;-0.427338
1202;-0.309143;0.473892;-0.419586
1203;-0.236633;0.452148;-0.394714
1204;-0.124023;0.437317;-0.415359
1205;-0.069290;0.433701;-0.425308
1206;-0.068024;0.476562;-0.429947
1207;-0.047318;0.538223;-0.367996
1208;-0.078812;0.627533;-0.394730
1209;-0.100418;0.706970;-0.450821
1210;-0.071136;0.810303;-0.530823
1211;-0.008438;0.876190;-0.552658
1212;0.002762;0.974533;-0.566254
1213;-0.050903;1.040985;-0.533798
1214;-0.129257;1.000381;-0.563553
1215;-0.165970;1.038483;-0.641022
1216;-0.203094;1.010742;-0.622025
1217;-0.207596;1.074310;-0.600250
1218;-0.257614;1.105194;-0.562912
1219;-0.286469;1.312256;-0.706284
1220;-0.314758;1.329453;-0.779266
1221;-0.440994;1.261765;-0.762222
1222;-0.404953;1.302139;-0.782898
1223;-0.310211;1.359116;-0.793045
1224;-0.232819;1.362656;-0.813766
1225;-0.152359;1.233093;-0.750702
1226;-0.055573;1.095123;-0.671188
1227;0.032516;1.017395;-0.554565
1228;0.123520;0.939606;-0.417633
1229;0.151459;1.043167;-0.430084
1230;0.099533;1.079880;-0.420990
1231;0.026611;1.089371;-0.373093
1232;0.006561;1.140808;-0.395721
1233;0.031281;1.155731;-0.416641
1234;0.008987;1.150650;-0.477936
1235;0.008011;1.105530;-0.495834
1236;-0.005814;1.061844;-0.463455
1237;0.000854;1.017349;-0.462555
1238;-0.006943;0.944122;-0.497345
1239;-0.037186;0.951538;-0.551331
1240;-0.087875;0.990021;-0.599640
1241;-0.104980;0.964417;-0.547836
1242;-0.059708;0.997894;-0.563950
1243;0.010788;1.051620;-0.612167
1244;0.030563;1.087296;-0.692780
1245;0.045502;1.040604;-0.655807
1246;0.002289;1.030914;-0.628738
1247;0.026382;0.936981;-0.612335
1248;0.063828;0.879181;-0.652695
1249;0.074600;0.861649;-0.716248
1250;0.067719;0.875244;-0.715088
1251;0.077225;0.873505;-0.682022
1252;0.076950;0.772598;-0.615173
1253;0.051147;0.665939;-0.559799
1254;-0.015289;0.637222;-0.544022
1255;0.029556;0.656067;-0.473343
1256;0.046204;0.542969;-0.383148
1257;0.067963;0.469666;-0.415283
1258;0.008850;0.438828;-0.415543
1259;-0.044662;0.385147;-0.410294
1260;-0.059052;0.391800;-0.359177
1261;-0.151733;0.392929;-0.309448
1262;-0.197922;0.340408;-0.330536
1263;-0.163284;0.307495;-0.305038
1264;-0.158188;0.398575;-0.430222
1265;-0.156784;0.458618;-0.551514
1266;-0.153137;0.556137;-0.625000
1267;-0.127060;0.577499;-0.565979
1268;-0.134735;0.546204;-0.457565
1269;-0.180908;0.488525;-0.373764
1270;-0.197433;0.485794;-0.374374
1271;-0.173264;0.536362;-0.449844
1272;-0.156952;0.632492;-0.530045
1273;-0.096451;0.730774;-0.598923
1274;-0.103531;0.846283;-0.648895
1275;-0.166580;0.888474;-0.592331
1276;-0.183914;0.864426;-0.504410
1277;-0.181503;0.811737;-0.505417
1278;-0.137115;0.836853;-0.488541
1279;-0.156784;0.967209;-0.483887
1280;-0.163055;1.122940;-0.486557
1281;-0.211487;1.186478;-0.523697
1282;-0.246857;1.170471;-0.540894
1283;-0.316574;1.052048;-0.538574
1284;-0.368820;1.092941;-0.694778
1285;-0.275665;1.187393;-0.658905
1286;-0.296631;1.240082;-0.670609
1287;-0.163086;1.308533;-0.790787
1288;-0.049133;1.108521;-0.824280
1289;0.002548;1.124756;-0.890884
1290;0.003372;1.192566;-0.903671
1291;-0.087479;1.221115;-0.884003
1292;-0.106995;1.234161;-0.828644
1293;-0.127289;1.158096;-0.716309
1294;-0.117035;1.016708;-0.526932
1295;-0.118942;0.957047;-0.469193
1296;-0.222992;1.000778;-0.499680
1297;-0.201172;1.035309;-0.490326
1298;-0.189804;1.074280;-0.395477
1299;-0.135330;1.014908;-0.329132
1300;-0.062698;0.982834;-0.354599
1301;0.032166;0.926437;-0.400818
1302;0.070557;0.961990;-0.412003
1303;0.022308;0.995438;-0.398529
1304;-0.026535;0.915604;-0.417664
1305;-0.057251;0.916779;-0.578949
1306;-0.121811;0.918381;-0.699921
1307;-0.187607;0.815933;-0.667374
1308;-0.190231;0.787643;-0.646317
1309;-0.170959;0.694504;-0.599930
1310;-0.231140;0.755402;-0.743561
1311;-0.288330;0.826187;-0.819809
1312;-0.215042;0.863922;-0.809769
1313;-0.000534;1.007355;-0.766998
1314;0.138382;1.003479;-0.770203
1315;0.132217;0.935318;-0.774582
1316;0.024979;0.833267;-0.803207
1317;-0.045029;0.700394;-0.752930
1318;-0.058517;0.604935;-0.637863
1319;-0.076416;0.514206;-0.535248
1320;-0.082520;0.450638;-0.409439
1321;-0.073059;0.463638;-0.345322
1322;-0.059692;0.423813;-0.276794
1323;-0.072906;0.367630;-0.275650
1324;-0.124603;0.300766;-0.337631
1325;-0.089584;0.344360;-0.382614
1326;-0.072906;0.346512;-0.361938
1327;-0.086777;0.387161;-0.445694
1328;-0.086472;0.418884;-0.571335
1329;-0.093155;0.445389;-0.665894
1330;-0.098267;0.443619;-0.661163
1331;-0.164474;0.432373;-0.651016
1332;-0.183456;0.396606;-0.511566
1333;-0.141998;0.400238;-0.400467
1334;-0.137833;0.394516;-0.407379
1335;-0.106430;0.440094;-0.372208
1336;-0.040817;0.547623;-0.327774
1337;-0.081345;0.684830;-0.484283
1338;-0.025497;0.806503;-0.450958
1339;-0.046829;0.849350;-0.425812
1340;-0.100082;0.940140;-0.521927
1341;-0.106918;1.055771;-0.571075
1342;-0.184677;1.066940;-0.620148
1343;-0.173233;0.998398;-0.615097
1344;-0.056412;0.981674;-0.536819
1345;-0.040421;0.988083;-0.555008
1346;-0.003708;1.069870;-0.598938
1347;-0.186996;1.125519;-0.786560
1348;-0.288651;1.121246;-1.010818
1349;-0.495239;1.152206;-1.141266
1350;-0.539917;1.149323;-1.000031
1351;-0.434723;1.293060;-0.972656
1352;-0.223938;1.347916;-0.874939
1353;-0.149826;1.259583;-0.840744
1354;-0.151276;1.176788;-0.768692
1355;-0.102386;1.078629;-0.554047
1356;-0.101089;1.070297;-0.462006
1357;0.001190;1.015823;-0.354736
1358;-0.054474;0.891357;-0.238907
1359;-0.107742;0.959534;-0.356155
1360;-0.236847;1.036774;-0.511261
1361;-0.289047;0.983658;-0.555313
1362;-0.245895;0.905914;-0.580643
1363;-0.118134;0.942719;-0.605392
1364;-0.104187;0.951660;-0.609421
1365;-0.121902;1.015472;-0.635529
1366;-0.160324;1.065781;-0.607605
1367;-0.120056;1.071762;-0.624878
1368;-0.084152;1.030075;-0.622009
1369;-0.062973;0.992630;-0.603775
1370;-0.044235;0.893234;-0.565430
1371;-0.043137;0.857483;-0.606689
1372;-0.043610;0.777283;-0.622879
1373;-0.030914;0.762634;-0.654877
1374;0.024719;0.801514;-0.650787
1375;0.062958;0.822983;-0.684784
1376;0.124771;0.819733;-0.719864
1377;0.160172;0.788177;-0.752243
1378;0.171005;0.760895;-0.730881
1379;0.174362;0.714294;-0.708908
1380;0.179199;0.655869;-0.615463
1381;0.128082;0.642517;-0.565735
1382;0.028549;0.587799;-0.506592
1383;-0.032974;0.538040;-0.496567
1384;-0.007523;0.464203;-0.441177
1385;0.025986;0.382416;-0.442917
1386;0.035599;0.393936;-0.426926
1387;-0.034225;0.365051;-0.341904
1388;-0.147919;0.290543;-0.306198
1389;-0.177765;0.225266;-0.289490
1390;-0.131943;0.219070;-0.246872
1391;-0.101959;0.268875;-0.192810
1392;-0.101486;0.314697;-0.263550
1393;-0.109940;0.343781;-0.303345
1394;-0.158447;0.387405;-0.319427
1395;-0.182495;0.535080;-0.410034
1396;-0.141296;0.711945;-0.460312
1397;-0.125259;0.822861;-0.446793
1398;-0.155685;0.964096;-0.527725
1399;-0.122986;1.057373;-0.508835
1400;-0.120575;1.154831;-0.562073
1401;-0.155136;1.126022;-0.580292
1402;-0.211502;1.094589;-0.680359
1403;-0.258728;1.039413;-0.802460
1404;-0.348022;0.920059;-0.769516
1405;-0.308655;0.987152;-0.841843
1406;-0.074570;1.187973;-0.910324
1407;-0.060196;1.172455;-0.964142
1408;-0.150406;1.047348;-0.886108
1409;-0.188248;0.974686;-0.762085
1410;-0.158142;1.000961;-0.692001
1411;-0.147797;1.074249;-0.663101
1412;-0.171402;1.168365;-0.670090
1413;-0.213242;1.160126;-0.661453
1414;-0.214493;1.100464;-0.699142
1415;-0.165817;0.968948;-0.665817
1416;-0.129532;0.934967;-0.559448
1417;-0.201080;0.946136;-0.552246
1418;-0.126923;1.026581;-0.566254
1419;-0.326553;1.057236;-0.612869
1420;-0.359894;1.097076;-0.710190
1421;-0.323257;1.084457;-0.811859
1422;-0.208694;1.053925;-0.794464
1423;-0.168716;1.008102;-0.497192
1424;-0.153717;1.024200;-0.459702
1425;-0.112839;1.131424;-0.645309
1426;-0.097702;1.106659;-0.669952
1427;-0.023590;0.970596;-0.519897
1428;-0.001053;0.927811;-0.450577
1429;-0.016098;0.971100;-0.507355
1430;0.029083;0.859161;-0.612381
1431;0.102341;0.827606;-0.727676
1432;0.095566;0.825531;-0.761658
1433;0.107651;0.895523;-0.683304
1434;0.146942;0.903336;-0.708206
1435;0.163879;0.872650;-0.802155
1436;0.159790;0.771683;-0.738434
1437;0.078842;0.714111;-0.609619
1438;0.014236;0.646210;-0.535065
1439;-0.052689;0.553696;-0.472809
1440;-0.088654;0.465668;-0.382919
1441;-0.113297;0.418884;-0.372467
1442;-0.120270;0.348892;-0.349701
1443;-0.171188;0.327087;-0.395477
1444;-0.138931;0.376175;-0.371674
1445;-0.153549;0.393860;-0.384232
1446;-0.187531;0.357040;-0.405792
1447;-0.256882;0.347321;-0.389954
1448;-0.281616;0.259888;-0.335907
1449;-0.252899;0.286697;-0.315628
1450;-0.200302;0.307312;-0.310120
1451;-0.128448;0.364182;-0.343582
1452;-0.000198;0.393066;-0.320374
1453;0.119003;0.451706;-0.412140
1454;0.176056;0.543030;-0.502228
1455;0.170959;0.629776;-0.443848
1456;0.036987;0.712296;-0.367599
1457;-0.136246;0.795609;-0.307175
